Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Iraq,IRQ,1684121535,1831700364,1954634836,1978437693,2340521143,,,,2896947634,3008120975,3281713806,3865346535,4113848002,5134367778,11516762614,13458516763,17754825601,19838130715,23762275652,37816457839,53405689130,38424991534,42595309883,40595046639,46802508845,48284979093,47127693792,56609842393,62503055645,65641363783,179885815375,,,,,,,,,,,,,,36627901762,49954890353,65140293688,88840050497,131613661510,111660855043,138516722650,185749664444,218000986223,232497236278,223508094683,168606686711,
Iceland,ISL,248434097,253885656,284916516,340061650,434267937,523694949,628893310,621225962,474399472,414709311,531004659,675722955,846506911,1163864529,1527559580,1418360312,1683117418,2226538694,2532331673,2876729410,3409023699,3521512389,3232804218,2788530415,2887825524,3008412960,4022192404,5565384032,6156487920,5718878002,6521544489,6966138526,7138787995,6269347503,6441621298,7181787874,7501950116,7596126046,8468339856,8928185824,8924735423,8126161154,9161798221,11297018603,13704440838,16749309720,17041293816,21293841230,17530651670,12855269884,13236887873,14665358677,14194519025,15376604281,17036097482,16598494831,
Israel,ISR,2887222178,3487222169,2596551757,2992333481,3405333502,3663345598,3980013325,3921085398,3959154192,4568013078,5372301095,5573108413,7173788441,9242160982,12567588804,12336986760,12475947718,13776267566,13618844019,17511335263,21780968646,23196333205,24572712708,27435501410,26042766977,24122660966,29701444258,35476344261,43892480124,44599772789,52490325640,59170286560,65771216421,65925583866,74669719505,99968784246,109774101576,114543978663,115838004263,117212358383,132396684080,130751599020,121092701254,126749741991,135418563141,142837533703,154511423313,179564275456,216760312152,208068814689,234321743782,261764344205,259613579190,292408330564,305674837195,296075434805,
Italy,ITA,40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,113021272615,124261125780,144780888114,174913182996,198906211372,226944778173,223976031868,256746611587,314019079398,392378586344,475682508026,429282144779,425863253400,441580964559,436443282455,450725817666,638273988310,803055421721,888667916543,925598071408,1177326298643,1242109402060,1315806990573,1061445229482,1095590837536,1170787357066,1308929305685,1239050936221,1266309223821,1248563148945,1141760021927,1162317840447,1266510668643,1569649631716,1798314755525,1852661936078,1942633841802,2203053327128,2390729210488,2185160158794,2125184794172,2276150874757,2072823111961,2130330362918,2138540909211,1814762858046,
Jamaica,JAM,699064352,748043470,777727657,826706635,897948964,972159571,1096759516,1148014336,1083839096,1191239517,1404720416,1539862371,1875146615,1905861121,2375122421,2860442805,2966042913,3249733202,2644527903,2425064204,2679379383,2979027979,3293496326,3619262274,2373564490,2100239024,2754549685,3287007228,3828342820,4404938021,4592208208,4071219198,3530892749,4859766161,4907861406,5779285208,6504445801,7450324787,8718300136,8795765306,8929375580,9087918837,9694161516,9399452788,10150978155,11204416000,11905525197,12824094990,13678551838,12037473161,13190512703,14396816914,14746420946,14262303586,13927110142,14005654599,
Jordan,JOR,,,,,,599759760,657999737,631679747,561119776,698879720,639519744,678159729,788479685,943783840,1197483949,1363073498,1708822440,2096778602,2602535787,3271368781,3909708819,4384247336,4680673604,4920692191,4967162160,4993512829,6402001909,6756417469,6277331602,4221121314,4159928704,4344467193,5311188436,5606237993,6237650241,6727446632,6928359238,7244402962,7910621157,8147494358,8457923956,8972965058,9580161861,10193023676,11407566734,12588665303,15056936953,17110609732,21971835283,23818322958,26425379437,28840263380,30937277606,33593843662,35826925775,37517410299,
Japan,JPN,44307342950,53508617739,60723018684,69498131797,81749006382,90950278258,105628070343,123781880218,146601072686,172204199481,209070551157,236154755295,312738030290,424891148590,471643172433,512861437159,576405865273,709404712455,996741758197,1037452649455,1086988088501,1201465862932,1116840773462,1218106450432,1294608503865,1384532251034,2051061226985,2485236197212,3015393553893,3017052046398,3103698099973,3536800942895,3852794371594,4414962786901,4850348016492,5333925511059,4706187126020,4324278106866,3914574887342,4432599282923,4731198760271,4159859918094,3980819536160,4302939184964,4655803055651,4571867441130,4356750212598,4356347794333,4849184641954,5035141567659,5498717815810,5908989186412,5957250118649,4908862837290,4596156556722,4123257609615,
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932728899,24881135586,24906939560,23409027476,21250839258,20374307047,21035357833,22165932063,22135245413,16870817135,18291990619,22152689130,24636598581,30833692831,43151647003,57123671734,81003884545,104849886826,133441612247,115308661143,148047348241,200379345223,215902443457,243775211465,227437054841,184360630556,
Kenya,KEN,791265459,792959472,868111400,926589349,998759334,997919320,1164519673,1232559506,1353295458,1458379415,1603447357,1778391289,2107279157,2502142444,2973309272,3259344936,3474542392,4494378855,5303734883,6234390975,7265315332,6854491454,6431579357,5979198464,6191437070,6135034338,7239126717,7970820531,8355380879,8283114648,8572359163,8151479004,8209129172,5751789915,7148145376,9046326060,12045858436,13115773738,14093998844,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737895401,25825524821,31958195182,35895153328,37021512049,39999659234,41953433591,50410164014,55100780396,61395415492,63398041540,
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674000000,2570833333,2316562400,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249062025,1369691955,1525113501,1605640633,1919012781,2211535312,2460246796,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6571853849,
Cambodia,KHM,637142866,642857134,660000009,728571437,782857129,868571429,914285714,962857134,1065714249,978873267,718401146,969911438,505549460,702899174,588443894,,,,,,,,,,,,,,,,,,,2533727592,2791435272,3441205693,3506695720,3443413389,3120425503,3517242477,3654031716,3979813388,4284028138,4658246907,5337833256,6293046162,7274595707,8639235842,10351914093,10401851851,11242275199,12829541141,14038383450,15449630419,16777820333,18049954289,
Kiribati,KIR,,,,,,,,,,,14295280,15278632,18936527,31710658,85637174,55081817,41109617,38748059,45210026,42620165,27935550,29307056,29659195,29432432,28646775,21294783,20572861,23924520,30842253,29558754,28413863,47797320,49724295,48613287,56200249,57610600,67866421,69152442,67097374,70596129,67512697,63101272,72259046,90148518,102220915,106149546,104668675,123002259,135044456,127125253,150431114,172253739,174984469,168951535,166756805,145237022,
St. Kitts and Nevis,KNA,12366636,12483302,12541635,12833301,13416633,13593932,14469078,16742339,14600000,15850000,16300000,19624746,22944849,24196018,31514857,33364054,30095602,44679999,49095407,58296666,67715443,79026036,84381406,85100480,95898443,106056998,125272257,140705627,165745738,185094775,208740441,209880963,229434519,249676000,277567259,299699667,318742963,357237682,364975457,389984429,420086753,460467987,480825603,463418863,501150889,543169963,636071000,684148704,734660333,708891296,692457407,728050630,731919889,787290370,864766185,921888852,
"Korea, Rep.",KOR,3891849048,2357059045,2745939978,3863726949,3358134143,3017614366,3806043709,4702747059,5955336766,7475692344,9409775889,10418262999,11367558350,14538310906,20426484041,22797520661,31354545455,40255785124,54273760331,69731818182,67802380521,76240987915,81639218690,90524009024,99983374277,103729914255,119773895286,150986906889,202308365346,248768504453,284757121058,332324538079,356117978608,391963073243,458704213081,559329547370,603413139412,560485235838,376481975682,486315001430,561633037420,533051998854,609020054512,680520807982,764880644711,898137194716,1011797457139,1122679154632,1002219052968,901934953365,1094499338703,1202463682634,1222807195712,1305604981272,1411333926201,1377873107856,
Kosovo,KSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849196082,2535333632,2702427047,3355083117,3639935348,3736599925,4078158324,4833561456,5687488209,5653792720,5829933775,6692521546,6500321213,7073021774,7384901154,6385937673,
Kuwait,KWT,,,,,,2097199075,2391198945,2441598923,2662798826,2769198779,2873638733,3880392236,4450537866,5408804611,13006948687,12022811648,13132252413,14137407271,15503557807,24749064334,28638869323,25058021209,21577153516,20871081456,21700083292,21445970799,17903990052,22368703379,20690321283,24313856834,18427778571,11008793176,19858555215,23941391391,24848483838,27191689008,31493987642,30354434553,25941929462,30121879435,37711864407,34890772742,38137545245,47875838926,59440108585,80797945205,101550654721,114641097818,147395833333,105899930507,115419050942,154027536232,174070025009,174161495063,163612438510,112811565304,
Latin America & Caribbean (excluding high income),LAC,73090749893,76794218354,88547489114,88698878988,98817906907,107108865778,117388677802,120356613231,130021029744,145082761644,157544780160,174811846064,198001148268,258399996569,343855088486,370411612358,410749201942,449206430970,508975647532,601764153512,709090628029,817309446332,768510713507,683947857770,672335956942,694591725440,706242794815,738819232672,845555989386,924093269952,1079700088147,1339624587917,1245678311180,1444197524280,1661514053828,1758059283794,1894136360517,2073064699241,2084751825996,1868192518075,2071012049062,2013689503614,1791355581920,1840045236103,2121448306118,2579387277161,3029848871063,3598854287795,4214726531858,3953275178449,4926272360762,5604612386210,5636950429632,5765600988386,5752028928600,4854955450870,
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,1757142806,2366666616,1776842041,1087273076,598961279,714046803,865559856,1028087947,1127806918,1327748655,1543606382,1763536299,1873671511,1747011884,1280177847,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558735,3452882514,4222962988,5443915121,5832915387,7181441140,8283218734,9359185244,11192471435,11715619756,12327488341,
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313539979,2717998713,2838485398,4451497288,5545921947,7535259851,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,20955223881,21287562189,21796351575,24577114428,28829850746,35139635158,38009950249,40078938640,43205095854,44352418120,45730945274,47102873632,
Liberia,LBR,190495600,183920900,191861800,200229600,218929100,229260800,244459500,261024300,276820700,306961800,323099700,341543100,368098000,386968300,486955000,577549300,596675700,673010600,717240400,814067900,854711500,846514500,863933200,823374900,848478300,851296100,840964400,972800000,1038300000,786300000,384400000,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359600000,441800000,529064600,521000000,543000000,416000000,474700000,550000000,604028900,739027200,850040500,1155147400,1292697100,1545400000,1735500000,1946500000,2013000000,2053000000,
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28904898118,31995012469,33881392045,30657030223,28607921929,25544128199,27884615385,30698633109,27249786142,35976714101,38270206950,34110064452,20481889764,26265625000,33122307692,47334148578,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81905365776,65504442872,41142722414,29152707345,
St. Lucia,LCA,,,,,,,,,,,,,,,,,,,,103444443,133414812,152244442,143588886,154503701,197088885,189166663,225777774,242385181,273977773,311511106,397192586,431470370,477996296,492029630,517566667,560811111,566370370,604411111,657529593,692507407,780895370,742383571,746048893,810093361,890757610,946681289,1074708501,1173341556,1194493407,1186800333,1249497000,1290025296,1311133148,1334385778,1404430556,1436390326,
Latin America & Caribbean,LCN,81088442688,86111490810,99134712902,99431143643,110650360364,119514782740,131054147147,134201230975,144565161829,161889114825,175981336048,196478688096,220919428822,289242144111,375713734307,394336987117,438515813099,482786555813,547491618305,651325753669,772599284550,889642593254,832711729097,739741607261,729720334387,750282762658,763850178967,803677405202,917611817891,1002867270797,1166339117667,1435545085364,1353647482860,1559924464334,1791475204558,1910007225052,2055721645543,2250249297726,2267070065655,2047534402709,2262082562759,2204576301578,1976564635222,2036503074569,2367660854898,2866125967730,3365014024589,3975946953031,4617932124030,4343979509826,5371409239441,6087136894252,6169482406270,6336078162718,6247318030618,5148021740754,
Least developed countries: UN classification,LDC,,,,,,,,,,,,,,,,,,,,,,,,,,126014397354,137010124133,151090300944,152843780151,158650908183,163317856444,170922611300,152872878689,155118441410,146840387627,158931435449,175765165681,186250936750,187238995371,189723934244,215632478176,208030224536,225086572370,252098627534,292867150793,346657359899,404472525569,493871704297,607887292559,606690282175,678320686657,768609425349,810411614271,858216225342,924688533355,911203757139,
Low income,LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91502214600,90172509530,96260953992,98921961178,86906560701,86546396133,73030092399,84192971615,93853244178,97019977901,98079756510,98205827615,113342940253,102347970601,110546080976,121416634451,138410738380,159881869941,177365310861,211516144267,254746819090,267295891321,289211823375,325848509853,349969716162,378429829350,406539140685,392904088143,
Liechtenstein,LIE,,,,,,,,,,,90099361,104889791,124940289,165928864,193980465,246389070,272489337,303493120,436912068,503173105,534699257,511647837,522096761,524023708,502620921,529073612,779357947,1052849231,1161757671,1119983801,1421508875,1484160644,1631176647,1673085618,1948128911,2428524712,2504012993,2298390595,2479698576,2664105901,2483890594,2491800559,2688617885,3070803439,3454374270,3659320087,4000101033,4601430549,5081479840,4504376590,5082338965,5739705822,5487773452,,,,
Sri Lanka,LKA,1409873950,1444327731,1434156379,1240672269,1309747899,1698319328,1751470588,1859465021,1801344538,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,12995278049,13905482178,15091913884,15724685803,15625169875,16330814180,15746229582,16536535647,18881765437,20662525941,24406252457,28279814925,32350248411,40713812310,42066217872,56725745039,65292741297,68434399083,74294206491,80028186275,82316172384,
Lower middle income,LMC,92896093034,99003163732,101802315060,113287177840,128060049641,137623632582,124301514441,132659506839,142337187622,158782720368,174720750080,181828759172,193125122519,230582241802,295623098079,327792588285,355322968133,407125525069,457493868407,519750222544,647880003194,684629150170,688201979963,673249085021,668620576601,702785429741,729616012079,803462460915,842970882365,856389318952,918520518893,884195619320,929545054495,930297139788,1012576713322,1137001933537,1247032155287,1288151664536,1165135994877,1266404248704,1337274399596,1352667320394,1450044207656,1660692616837,1897213215254,2179329700198,2581236685542,3173848460244,3531756831112,3630376141574,4601540509108,5120978021084,5357442793328,5572346377510,5864307408777,5820362718927,
Low & middle income,LMY,319914420262,308653437806,321936234621,343634045024,387558650994,427477171816,441605992677,455079938192,481078816388,536971803461,588581512341,634259393146,709055462966,896870301373,1147100709542,1268989471032,1376044297140,1547544035173,1681127315170,2000965812262,2342274297720,2522338047505,2504375365322,2462199207620,2499977180261,2635789190320,2753659165270,2833463849017,3068947740732,3261910004111,3671224829324,3923576153977,3877658741520,4123533294788,4472061798737,4995309850435,5446805489062,5761755241528,5578798829784,5448983400915,5948891668128,6008242456303,6124948263039,6919513029254,8205983181870,9774453234149,11610790099492,14404169901357,17281671450475,16867596640720,20614148304161,24283175824499,25820195229046,27322456948071,28142020800789,26545052258364,
Lesotho,LSO,34579308,35699286,41859163,47039059,51938961,54878902,56698866,59260815,61444771,65966681,68738625,76482103,80915832,121181556,150846210,149560514,147654094,193307268,266559338,290142518,431561376,434188034,326947873,355443856,302989223,247678019,290590810,369351670,429733890,451443169,544583156,608771231,720546985,721608471,755041117,859088528,815946782,859809028,819420075,801538587,771261708,706400239,656752929,969167237,1234215385,1368352570,1428852972,1597476793,1630672203,1711412960,2187482926,2523309140,2384043849,2218102350,2181300506,,
Late-demographic dividend,LTE,170372324161,157324781586,165048644439,178309123071,196815971259,219949650601,244015204774,246320327874,251636583216,281023046880,319483863985,355671125204,407817035734,518286419492,610381867915,671016070399,732320417753,850096553392,888314443943,1060741738721,1202260486806,1274134397091,1305069980004,1207496414473,1271789851598,1357857754016,1444737804269,1523457539574,1678410278408,1902223827599,2021876739117,2224396382810,2073217282098,2149235883472,2460310858689,3022205934225,3314061060777,3469269725139,3340635331207,3085579127712,3395431406133,3508151839974,3714800188179,4237209048764,5089212253169,6138562245194,7407508480533,9331239380167,11597761802063,11197901880295,13440440525990,16383536969552,17487042023584,18823403555784,19496143978061,18139821040425,
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7870782261,8385109020,10120274493,11240360898,10972878636,11539211480,12252498921,14278357284,18802576988,22649930576,26125575942,30216060233,39738180077,47850551149,37440673478,37132564255,43505562065,42852204396,46418255975,48353937110,41243983587,
Luxembourg,LUX,703925706,704145671,741509481,791140596,903158754,921600736,968440149,974721763,1066447131,1234878981,1524197338,1587982584,1988356063,2728805216,3328712096,3265660305,3579594984,3961996736,4933558345,5768385938,6294122224,5283955997,4812039555,4730381933,4640690519,4785790611,6990250858,8700076499,9847344377,10495080569,13361108522,14464630124,16225873777,16651231110,18508451170,21803347564,21703979153,19526405503,20409248166,22343344130,21375345495,21052080537,23308582722,29206884876,34343804321,36977365999,41913561661,50323159047,55144865973,50386496249,52351655629,58697386711,55986712368,61794506556,64873963098,57793612066,
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5785037079,5966697295,6522759497,7172336471,7530139323,7934770568,8347312514,9537868349,11734856721,14359465331,16903250778,21410923000,30847189167,35542093261,26144610787,23743309486,28385281828,28023276372,30221574615,31286809075,27035266718,
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,1021654718,1016585687,1182693473,1222072821,1376075268,1786734514,2087122776,2478807841,2990180516,3464924728,4581209814,5280184999,5868533724,6560637943,6628525683,6674545910,6186449842,5916920007,6101794939,6811252879,7322690268,8194995761,10585562564,12092284455,14789661809,18340472131,20917457388,21475520709,28123640999,36709847597,43028648669,51548871616,55522993327,46177532874,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,2037154689,2025693487,2379611063,2657252509,2798345226,2948325264,2876395613,3046339295,3271415868,3651615453,3956328426,4356633663,5074117545,6242177798,7675408486,8984824183,9584323309,11049896742,13236854105,15912133569,21728770055,17788171722,17692341358,16251460689,14824728528,14991283216,19462175322,21765208967,25705139619,26314313191,30179962098,32285388165,33711069431,31655473664,35604137423,39030285468,43161452678,39147844526,41806219379,41632027600,38857251336,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041539006,92507257784,92897320376,93216746662,101370474295,98266306615,107235262626,110009040838,100359546358,
Monaco,MCO,,,,,,,,,,,293073868,327651488,402460333,523552815,563939671,711922994,735339912,811250927,1000535735,1209898293,1378130996,1205166026,1143229072,1092551781,1037314956,1082851077,1515209588,1839095595,2000674667,2010116851,2481316054,2480497548,2737066956,2574439973,2720297739,3130270919,3137848783,2840182192,2934578789,2906009308,2647883820,2671401083,2905973022,3588988601,4110348444,4280072626,4663488363,5974371696,6919241412,5557245122,5350674803,6074884389,,,,,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3592856080,3083333333,2320435308,2371711383,1702292856,1752975841,1695130457,1930071407,1639497207,1170785048,1288420223,1480656884,1661818168,1980901554,2598231467,2988338439,3408272498,4401154128,6054806101,5439422031,5811604052,7015206498,7284686576,7985349731,7983271111,6551161404,
Madagascar,MDG,673081724,699161944,739286907,759345863,802482183,833563472,900264584,956436931,1031669636,1056391055,1111859570,1199507630,1341590682,1653062347,1917508190,2283049233,2181844194,2358930406,2669755116,3463565881,4042139901,3594868208,3526198070,3511573992,2939485472,2857889712,3258288891,2565634382,2442507588,2498059015,3081479800,2653141959,3024459564,3370842211,2977040722,3159901232,3995028593,3545776697,3738704468,3717515283,3877673539,4529575348,4397254608,5474030080,4363934494,5039293031,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10613473833,11011062173,9980522718,
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,42463576,44781457,47935844,57829787,109503546,127154930,141902098,141268980,168610478,189535398,215089005,244468293,284853359,322326642,355884383,398988955,450382328,508223602,540096398,589239754,624337145,884276168,910864148,1043403344,1202240023,1119806500,1474698125,1745998938,2117773602,2166330188,2323401758,2449576517,2514041557,2795200010,3063899508,3142812004,
Middle East & North Africa,MEA,,,,,,,,,32007816055,35705305919,39812437286,46604996687,56734515183,76484143556,139343216013,153050152563,191082833232,221310910626,235404409508,307799442983,399383230152,412874120636,410556933699,416803193606,422814788719,428922268299,438183567623,405783002804,402708734973,415469939539,543761606447,544569329220,592597642633,596417788761,620986916781,707677832697,801422531951,831542442654,808215544843,866022388324,965694218603,969155061991,965430500935,1087448641272,1264310218766,1523380437772,1783279795570,2115161595567,2642293572327,2356101787105,2742639888023,3287499901599,3557999261290,3583902622463,3526990242139,3113597975123,
Mexico,MEX,13056164925,14153954349,15221053213,16936337668,20070134741,21829715344,24337233447,26556372081,29363632834,32515754314,35541711470,39200879416,45178119327,55271303176,71976542927,88003982689,89023916067,81825780564,102517450026,134540322293,194356825709,250083027275,173720847691,148866911934,175632163244,184473097296,129440191340,140263673924,183144276294,222977042347,262709785593,314453895612,363609268789,503962814552,527318769551,343792780639,397404138184,480554647429,502010268264,579459682094,683647980782,724703571307,741559499085,713284260880,770267585947,866346483685,965281191372,1043471321169,1101275278669,894948748437,1051128603514,1171187519661,1186598324462,1261832901816,1297845522513,1144331343172,
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,106289109,108702068,107978893,110937729,115152143,124735072,126887585,131106366,137744500,143656583,150071645,152793449,152130186,163803078,172861423,184439555,190180248,186716626,,
Middle income,MIC,309156680877,297510470875,310331943201,331290587340,374335408657,412642011682,425601883621,438338577811,464143286989,518839124948,568923124026,613034086903,685496689795,868967429589,1113710543498,1230067006095,1335858392661,1503005204138,1632043510438,1943680967109,2278265811681,2457551527780,2437850718318,2397572181408,2436927993664,2569094118718,2678895049419,2754630508796,2984517831310,3178108976479,3580605994965,3829672027807,3794413689204,4040212152300,4399851140272,4912370963931,5354591156904,5666169722659,5482656147717,5352988413378,5838773604747,5907540386902,6016754754847,6800377139458,8069671022380,9616509304820,11434311953889,14192794057363,17027200520594,16601479608255,20324550766488,23956149350408,25469171631672,26943394477309,27735297151112,26152116859870,
"Macedonia, FYR",MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4471828622,4694744898,2316618543,2550195043,3381270208,4449375346,4422160018,3735312143,3571043103,3673288264,3772851420,3709637830,4018365247,4946292775,5682719260,6258600714,6861222332,8336478142,9909548411,9401731496,9407168702,10494632699,9745251126,10817712139,11318966947,10086021261,
Mali,MLI,,,,,,,,275494478,343771973,339913867,359772315,430096742,486617279,563683703,538747341,830710614,939228016,1049838550,1222702572,1595422954,1759691183,1538972427,1333754226,1297765326,1232932105,1392196049,1852163456,2090629984,2169040605,2181821906,2681912149,2724131545,2830673389,2818280876,2081846483,2706425298,2780422212,2697105694,2920358587,3439463140,2954129566,3465305993,3889758024,4703504466,5444474268,6245031690,6899799786,8145694632,9750822511,10181021770,10678749467,12978107561,12442747897,13245777670,14388384093,13100263697,
Malta,MLT,,,,,,,,,,,250728829,264578309,295106775,345616070,376081182,474618293,527936893,625563347,793673674,1001288245,1250199056,1243509858,1234474742,1165730173,1101807301,1117797225,1435038037,1751293216,2019503791,2118655300,2547330284,2750215016,3021944632,2709194766,2998504392,3599683395,3671827861,3633464750,3809619584,3907947937,3957418083,3917620728,4296164768,5119621569,5643525282,5990648162,6365500032,7466219569,8554293727,8099400961,8163355021,9302635890,8882509104,9642848650,,,
Myanmar,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74690222131,58652652371,64330041773,64865515159,
Middle East & North Africa (excluding high income),MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291646634599,299084663555,341063616586,395487323890,406209807403,412295869777,436037800603,451819933786,467521087301,453838998779,511961960159,586340166185,691545502187,803410808182,994020437871,1229310862053,1183263757850,1362935527742,1575715907102,1708784003044,1658590416841,1559936679967,,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984279598,1159891557,1284504508,1707662613,2073255525,2257118341,2696020575,3668857104,4519731947,4141382328,4139192053,4538199889,4087725813,4464497584,4587741791,3992640233,
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,2310099100,2552401933,2725736633,2098734600,2186505475,2896178867,3020611600,3204461567,3576966800,2560785660,2379018326,1317611864,768401666,925817089,1452165053,1345719435,1180934217,1124440238,1057408608,1136896162,1267997923,1396555772,1595297301,1992066759,2523471602,3414055663,4234999703,5623216610,4583850368,7189482030,10409797336,12292770631,12582122604,12226514715,11757940909,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,3526259828,3532146141,3615064966,3237772708,3372771557,4458235939,5243440030,2353864265,2093393433,2314103710,2512109517,3263761938,2291175765,2394823062,2460670288,2521738760,3523842275,4227273069,4873242526,5302532113,5016469069,4766928747,5031510909,5597367853,6831808930,7723846195,8312078525,9366742309,11494837053,10911698208,10154238250,13131168012,14534278446,16018848991,16945889410,14688606238,
Mauritania,MRT,92609223,107726181,111148586,113797357,151897168,172767213,180340654,191221778,210695184,199643445,209348254,227051055,265009395,333731874,414772352,475916515,524407932,540635390,544424605,644070365,709041452,747994682,750214411,788371856,726937321,683193885,802890747,909820553,957377507,981529401,1019600771,1443688870,1464392416,1249944999,1315932645,1415296704,1442598431,1401946853,1375115534,1405662879,1293654175,1295539448,1324426607,1563074860,1833444740,2184444849,3040716679,3356757497,4031047704,3662281668,4337791531,5166340391,5231255478,5645739652,5442297174,,
Mauritius,MUS,,,,,,,,,,,,,,,,,706988629,827093625,1019634983,1216227813,1136544236,1147187568,1082934399,1094857358,1044926101,1080643200,1469050660,1888752211,2143480500,2191101650,2653485952,2856889160,3224265821,3263363787,3558143644,4040342060,4421952123,4187375887,4169672975,4291171396,4582562399,4536544700,4767303154,5609836355,6385691317,6283796155,6731529168,7792052680,9641089805,8834661043,9718233911,11252386261,11445657238,11931866299,12612959480,11510952257,
Malawi,MWI,162960130,174580140,183120147,190820153,194740156,229460184,260400208,269812782,245160098,265800106,290520116,365389567,406084197,444302221,548618790,613196873,670309253,806265764,948983309,1058297676,1237662067,1237686961,1180094061,1223225019,1208026080,1131349992,1183671788,1183071363,1379923808,1590201656,1880784192,2203536031,1799529357,2070647127,1181801920,1397454122,2281039098,2663238983,1750585204,1775920040,1743506287,1716502070,3495597587,3209167240,3476333639,3655892942,3998020177,4432937046,5321012192,6191127665,6959655571,8004000737,6028487929,5518880769,6047813437,6565382259,
Malaysia,MYS,1916216984,1901843724,2001476553,2510093983,2674406487,2956337736,3143518015,3188924749,3330371627,3664552124,3864171035,4244340366,5043268360,7662996739,9496074263,9298801248,11050125953,13139398433,16358376619,21213671797,24488034455,25004556696,26804400616,30346788049,33943505215,31200160592,27734563526,32181696599,35271881263,38848566521,44024177915,49142784405,59167157498,66894448545,74477975918,88704944179,100854996423,100005323302,72167753771,79148947368,93789736842,92783947368,100845263158,110202368421,124749736842,143534102611,162690965596,193547824063,230813597938,202257586268,255016919686,297951960784,314442825693,323342854423,338103822298,296217641787,
North America,NAC,584477920199,604157219440,647173002027,683353535762,734790505461,797723909391,875492805409,926623934247,1013409031842,1097952410242,1163966395224,1267253061478,1395767220992,1560140359214,1709546297648,1863102029788,2084548864402,2298010156935,2575679667450,2875732302185,3136972126345,3517909963657,3659283025119,3979574111782,4397051258072,4712529999483,4968766427344,5302830242049,5761398451214,6224250243275,6575110950908,6786006083611,7133366589285,7457709121892,7888761439502,8270122373385,8731442777972,9264273191726,9724112027407,10340031087641,11030552667253,11361884260893,11739401906647,12407237511368,13302608706075,14267952115865,15176717496461,15948507238206,16273823136997,15795698382986,16583522548731,17312180156548,17985081294448,18506177196716,19137610976789,19503406576740,
